root_domain	host	target_name	category	source_url	frontendatlas_url	route_type	state	contacted_on	last_checked_on	next_check_on	result_reason	evidence_url
skillcrush.com	skillcrush.com	Skillcrush technical interview frontend shortlist suggestion	editorial	https://skillcrush.com/blog/technical-interviews/	https://frontendatlas.com/interview-questions/essential	email	planned_not_sent		2026-09-19		2026-09-06 history audit found no matching prior outreach in the registry, targeted Gmail searches, or historical reports; not proof against unrecorded channels. Planned for later sequential outreach; no action taken. Require day-of-send preflight; Semrush API units unavailable. Queue 10, hold for eligibility review. Previously researched and internally vetoed on 2026-08-24 because the contact route was course/account support rather than a verified editorial channel, not a publisher rejection or sent outreach; preserved in 2026-09-04 historical-only list. Editorial routing and anonymous target access remain unverified; do not describe all practice as free. Continuation review 2026-09-19: held_previous_editorial_channel_veto_unresolved. Kanal ve hedef erişimi önceki vetoyu aşmıyor. Bu tur gönderim yapılmadı.	https://skillcrush.com/blog/technical-interviews/
frontendgeek.com	www.frontendgeek.com	FrontendGeek system design final-review checklist	resource_library	https://www.frontendgeek.com/frontend-interview/system-design-interview	https://frontendatlas.com/guides/system-design-blueprint/checklist	email	contacted	2026-08-14	2026-09-06		Historical outreach backfilled after verifying a Gmail SENT message dated 2026-08-14 to the publisher contact and the exact checklist target. No reply found in the matching history checked on 2026-09-06. The public URL identifies the intended resource section, not public proof of delivery. Acceptance and live placement remain unverified; suppress duplicate new outreach. No new message sent during this audit.	https://www.frontendgeek.com/frontend-interview/system-design-interview
thisweekinreact.com	thisweekinreact.com	This Week In React — Gelecek sayının React bölümündeki editoryal kaynak bağlantıları; #295 yalnız mevcut yerleşim örneği, gelecekteki backlink URL'si bilinmiyor.	newsletter	https://thisweekinreact.com/newsletter/295	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted		2026-09-06		User explicitly reported prior contact on 2026-09-06 and instructed contacted status; original send date, channel and linked asset are unknown. Earlier Gmail searches did not locate that historical communication. Current source/target are retained only as the researched proposal, not as verified historical send details. Suppress all new outreach to this publisher. Historical duplicate-contact search identifiers: substack.thisweekinreact.com, slo.im. Check these identities before further outreach; this does not record separate sends to them.	https://sebastienlorber.com/
developerway.com	www.developerway.com	Developer Way — Step 5: dealing with edge cases and accessibility; Issue 3 altındaki odak paragrafından sonra isteğe bağlı alıştırma	editorial	https://www.developerway.com/posts/hard-react-questions-and-modal-dialog	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-06	2026-09-06		One individually addressed editorial email sent through Gmail; SENT label and actual recipient domain/target verified after send. User authorized sequential outreach after duplicate preflight on 2026-09-06. Date-unrestricted Gmail/domain/publisher/official-channel/source/target audit found no prior contact in checked records. Anonymous target overview/evidence returned HTTP200; platform freemium disclosed. Semrush recheck remained blocked by insufficient API units; current backlinks and authority unverified. Acceptance, publication and future link rel unverified; no automatic follow-up scheduled. Historical duplicate-contact search identifiers: adevnadia.com, advanced-react.com, getwebperf.com, buckets-ui.com. Check these identities before further outreach; this does not record separate sends to them.	https://www.developerway.com/about
polypane.app	polypane.app	Polypane — Can users get to everything on my pages without using a mouse? bölümünün Does the tab order make sense? alt bölümünden sonra	editorial	https://polypane.app/blog/find-and-fix-accessibility-issues-with-polypane/	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-06	2026-09-06		One individually addressed editorial email sent through Gmail; SENT label and actual recipient domain/target verified after send. User authorized sequential outreach after duplicate preflight on 2026-09-06. Date-unrestricted Gmail/domain/publisher/official-channel/source/target audit found no prior contact in checked records. Anonymous target overview/evidence returned HTTP200; platform freemium disclosed. Semrush recheck remained blocked by insufficient API units; current backlinks and authority unverified. Acceptance, publication and future link rel unverified; no automatic follow-up scheduled. Historical duplicate-contact search identifiers: kilianvalkhof.com, firstversionist.com, superposition.design, fixa11y.com. Check these identities before further outreach; this does not record separate sends to them.	https://polypane.app/about/
intopia.digital	intopia.digital	Intopia — #4 – Keyboard focus isn’t managed properly: Find it paragrafından sonra	editorial	https://intopia.digital/articles/top-5-web-accessibility-issues-2024/	https://frontendatlas.com/incidents/modal-screen-reader-failure	form	submitted	2026-09-06	2026-09-06		One individually prepared editorial suggestion submitted through the official public contact form; success confirmation verified. User authorized sequential outreach after duplicate preflight on 2026-09-06. Date-unrestricted Gmail/domain/publisher/official-channel/source/target audit found no prior contact in checked records. Anonymous target overview/evidence returned HTTP200; platform freemium disclosed. Semrush recheck remained blocked by insufficient API units; current backlinks and authority unverified. Acceptance, publication and future link rel unverified; no automatic follow-up scheduled.	https://intopia.digital/contact-us/
hidde.blog	hidde.blog	Hidde — FAQ: Where should focus move? açıklamasından sonra isteğe bağlı uygulama kaynağı	editorial	https://hidde.blog/dialog-modal-popover-differences/	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-06	2026-09-06		One individually addressed editorial email sent through Gmail; SENT label and actual recipient domain/target verified after send. User authorized sequential outreach after duplicate preflight on 2026-09-06. Date-unrestricted Gmail/domain/publisher/official-channel/source/target audit found no prior contact in checked records. Anonymous target overview/evidence returned HTTP200; platform freemium disclosed. Semrush recheck remained blocked by insufficient API units; current backlinks and authority unverified. Acceptance, publication and future link rel unverified; no automatic follow-up scheduled. Historical duplicate-contact search identifiers: hiddedevries.nl. Check these identities before further outreach; this does not record separate sends to them.	https://hidde.blog/contact/
webaxe.org	www.webaxe.org	Web Axe — Gelecek Reading List yazısındaki editörün seçtiği kaynak maddesi; mevcut Aralık 2025 sayfası yerleşim örneğidir	resource_library	https://www.webaxe.org/reading-list-dec-2025/	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-06	2026-09-06		One individually addressed editorial email sent through Gmail; SENT label and actual recipient domain/target verified after send. User authorized sequential outreach after duplicate preflight on 2026-09-06. Date-unrestricted Gmail/domain/publisher/official-channel/source/target audit found no prior contact in checked records. Anonymous target overview/evidence returned HTTP200; platform freemium disclosed. Semrush recheck remained blocked by insufficient API units; current backlinks and authority unverified. Acceptance, publication and future link rel unverified; no automatic follow-up scheduled. Historical duplicate-contact search identifiers: dennislembree.com, weboverhauls.com, easychirp.com. Check these identities before further outreach; this does not record separate sends to them.	https://www.webaxe.org/about/
villanova.edu	villanova.edu	Villanova Career Center — historical send backfill	university_career		https://frontendatlas.com/machine-coding	email	contacted	2026-08-17	2026-09-06	2026-09-15	Historical missing send discovered in date-unrestricted Gmail audit; actual recipient domain, sent label, thread and FrontendAtlas machine-coding target verified. Exact historical source page was not present and is not backfilled; source/evidence URL fields intentionally blank. No response, publication or current backlink verified; historic access claims not revalidated. University research and new outreach remain paused; this is record reconciliation only, no message sent this round.	
htmhell.dev	www.htmhell.dev	HTMHell — Discover Dialog	editorial	https://www.htmhell.dev/adventcalendar/2025/9/	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-06	2026-09-06		Round3 rank 1; score 83/100 (29+24+15+7+8). kontrol edilen kayıtlarda önceki iletişim bulunmadı; date-unrestricted Gmail actual-party/source/target, repo and applicable public submission checks completed 2026-09-06. Public target overview/evidence verified anonymously; wider platform freemium. Semrush API quota blocked current backlink and authority verification. Editorial acceptance and future rel unverified. Execution 2026-09-06: Gmail SENT etiketi, gerçek alıcı ve hedef URL gönderim sonrası okunarak doğrulandı. Alıcıya teslim veya editoryal yanıt ayrıca doğrulanmadı. Historical duplicate-contact search identifiers: matuzo.social, accessibility-cookbook.com. Check these identities before further outreach; this does not record separate sends to them.	https://www.matuzo.at/
axesslab.com	axesslab.com	Axess Lab	editorial	https://axesslab.com/what-is-a-screen-reader/	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-06	2026-09-06		Round3 rank 2; score 82/100 (30+23+14+7+8). kontrol edilen kayıtlarda önceki iletişim bulunmadı; date-unrestricted Gmail actual-party/source/target, repo and applicable public submission checks completed 2026-09-06. Public target overview/evidence verified anonymously; wider platform freemium. Semrush API quota blocked current backlink and authority verification. Editorial acceptance and future rel unverified. Execution 2026-09-06: Gmail SENT etiketi, gerçek alıcı ve hedef URL gönderim sonrası okunarak doğrulandı. Alıcıya teslim veya editoryal yanıt ayrıca doğrulanmadı. Historical duplicate-contact search identifiers: axesslab.se. Check these identities before further outreach; this does not record separate sends to them.	https://axesslab.com/contact/
jser.info	jser.info	JSer.info — haftalık JavaScript kaynakları	newsletter	https://jser.info/2026/08/27/pnpm-12-bun-1.4-solid-2.0-rc/	https://frontendatlas.com/incidents/modal-screen-reader-failure	form	planned_not_sent		2026-09-06		Round3 rank 3; score 82/100 (26+22+21+6+7). kontrol edilen kayıtlarda önceki iletişim bulunmadı; date-unrestricted Gmail actual-party/source/target, repo and applicable public submission checks completed 2026-09-06. Public target overview/evidence verified anonymously; wider platform freemium. Semrush API quota blocked current backlink and authority verification. Source URL is an existing archive example; proposed future issue URL is unknown. Editorial acceptance and future rel unverified. Execution 2026-09-06: Ping formunda tek gönderim tıklaması yapıldı; istemci hata dalında JavaScript alert gösterdi. Düğme devre dışı kaldı, görünür başarı bildirimi oluşmadı. 20:04 UTC doğrudan jser/ping issue listesinde en yeni kayıt #174 (2024-02-20); yeni FrontendAtlas kaydı bulunmadı. Teslim yokluğu kesin kanıtlanamaz. Yeniden gönderim veya alternatif kanal denenmedi. Teslim belirsizliği çözülmeden yeniden gönderme. Historical duplicate-contact search identifiers: efcl.info, azu.github.io, jser.github.io, ecmascript-daily.github.io. Check these identities before further outreach; this does not record separate sends to them.	https://jser.info/ping/
frontendpro.dev	www.frontendpro.dev	FrontendPro — eski adı CodingSpace	resource_library	https://www.frontendpro.dev/frontend-coding-challenges/feedback-modal-component-Dh1l0ru6tRXHWiudIEmA	https://frontendatlas.com/incidents/modal-screen-reader-failure	issue	submitted	2026-09-06	2026-09-06		Round3 rank 4; score 80/100 (30+23+14+6+7). kontrol edilen kayıtlarda önceki iletişim bulunmadı; date-unrestricted Gmail actual-party/source/target, repo and applicable public submission checks completed 2026-09-06. Public target overview/evidence verified anonymously; wider platform freemium. Semrush API quota blocked current backlink and authority verification. Editorial acceptance and future rel unverified. Execution 2026-09-06: Resmî Feature request şablonuyla issue #259 oluşturuldu. Kamuya açık sayfa ve GitHub fetch_issue ile yazar MuslumYilmaz, open durumu, kaynak sayfa ve hedef URL doğrulandı. Editoryal kabul veya rehbere eklenen canlı bağlantı yok. Historical duplicate-contact search identifiers: codingspace.codes. Check these identities before further outreach; this does not record separate sends to them.	https://github.com/rishipurwar1/FrontendPro/issues/259
tempertemper.net	www.tempertemper.net	tempertemper / Martin Underhill	editorial	https://www.tempertemper.net/blog/buttons-links-and-focus	https://frontendatlas.com/incidents/modal-screen-reader-failure	form	planned_not_sent		2026-09-06		Round3 rank 5; score 80/100 (29+22+14+7+8). kontrol edilen kayıtlarda önceki iletişim bulunmadı; date-unrestricted Gmail actual-party/source/target, repo and applicable public submission checks completed 2026-09-06. Public target overview/evidence verified anonymously; wider platform freemium. Semrush API quota blocked current backlink and authority verification. Editorial acceptance and future rel unverified. Execution 2026-09-06: Form hazırlandı; ad ve dolu e-posta ekran görüntüsünde, tam mesaj DOM üzerinden doğrulandı. Otomatik onay denetimi DOM çıktısında e-posta alanının boş görünmesini gerekçe göstererek gönderimi iki kez eylem gerçekleşmeden reddetti. Ek tam sayfa ekran doğrulaması sonrasında da ret sürdü; gönderim yapılmadı. Kullanıcı onayı veya denetim engelinin çözülmesi gerekiyor; form hazır, otomatik tekrar yok.	https://www.tempertemper.net/contact
sparkbox.com	accessible-components.sparkbox.com	Sparkbox	resource_library	https://accessible-components.sparkbox.com/dialog	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-06	2026-09-06		Round3 rank 6; score 79/100 (30+22+13+6+8). kontrol edilen kayıtlarda önceki iletişim bulunmadı; date-unrestricted Gmail actual-party/source/target, repo and applicable public submission checks completed 2026-09-06. Public target overview/evidence verified anonymously; wider platform freemium. Semrush API quota blocked current backlink and authority verification. Specific subproject maintenance remains uncertain; publisher is active. Editorial acceptance and future rel unverified. Execution 2026-09-06: Gmail SENT etiketi, gerçek alıcı ve hedef URL gönderim sonrası okunarak doğrulandı. Alıcıya teslim veya editoryal yanıt ayrıca doğrulanmadı. Historical duplicate-contact search identifiers: seesparkbox.com, apprentices.sparkbox.com. Check these identities before further outreach; this does not record separate sends to them.	https://sparkbox.com/contact
jaredcunha.com	jaredcunha.com	Jared Cunha	editorial	https://jaredcunha.com/blog/html-dialog-getting-accessibility-and-ux-right	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-19	2026-09-19		Round4 sıra 1; puan 84/100 (30+24+15+7+8). kontrol edilen kayıtlarda önceki iletişim bulunmadı; bağlı Gmail tarih sınırsız gerçek taraf/kimlik/kaynak/hedef ve taslak/zamanlanmış kontrolü 2026-09-19; repo ve uygulanabilir kamu başvuruları incelendi. Hedef kamu özeti/kanıtları oturumsuz 2026-09-19 doğrulandı; platform freemium. Kaynak/kanal teknik kontrolü 2026-09-19. Semrush API kotası: mevcut backlink, domain/sayfa otoritesi ve trafik doğrulanamadı. Engel: Yazarın ticari/freemium bir kaynağa ek referans verme isteği doğrulanamadı. Editoryal kabul ve gelecekteki rel belirsiz. Gönderim yok. Execution 2026-09-19: Gmail SENT etiketi, gerçek alıcı, bağlı hesap göndereni, konu ve hedef URL gönderim sonrası tam mesajdan doğrulandı. Teslim, insan yanıtı ve bağlantı eklenmesi henüz doğrulanmadı.	https://jaredcunha.com/contact
frontend-interview.com	frontend-interview.com	Frontend Interview Prep / Nachiket Salvi	editorial	https://frontend-interview.com/q/building-an-accessible-modal-dialog.html	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-19	2026-09-19		Round4 sıra 2; puan 82/100 (30+21+17+6+8). kontrol edilen kayıtlarda önceki iletişim bulunmadı; bağlı Gmail tarih sınırsız gerçek taraf/kimlik/kaynak/hedef ve taslak/zamanlanmış kontrolü 2026-09-19; repo ve uygulanabilir kamu başvuruları incelendi. Hedef kamu özeti/kanıtları oturumsuz 2026-09-19 doğrulandı; platform freemium. Kaynak/kanal teknik kontrolü 2026-09-19. Semrush API kotası: mevcut backlink, domain/sayfa otoritesi ve trafik doğrulanamadı. Engel: Konu ve kaynaklar doğrudan uygun. Cevabın inert/aria-hidden ifadesi ikisini tam eşdeğer gibi kısaltıyor; metnin her teknik iddiasını onayladığımız söylenmemeli. Tamamen doğrulanmış kod örneği veya öğretici doğruluk garantisi verilmedi. Editoryal kabul ve gelecekteki rel belirsiz. Gönderim yok. Execution 2026-09-19: Gmail SENT etiketi, gerçek alıcı, bağlı hesap göndereni, konu ve hedef URL gönderim sonrası tam mesajdan doğrulandı. Teslim, insan yanıtı ve bağlantı eklenmesi henüz doğrulanmadı.	https://frontend-interview.com/contact.html
joyofcode.xyz	joyofcode.xyz	Joy of Code / Matia	editorial	https://joyofcode.xyz/entry-and-exit-css-transitions	https://frontendatlas.com/incidents/modal-screen-reader-failure	pull_request	submitted	2026-09-19	2026-09-19		Round4 sıra 3; puan 81/100 (27+23+17+7+7). kontrol edilen kayıtlarda önceki iletişim bulunmadı; bağlı Gmail tarih sınırsız gerçek taraf/kimlik/kaynak/hedef ve taslak/zamanlanmış kontrolü 2026-09-19; repo ve uygulanabilir kamu başvuruları incelendi. Hedef kamu özeti/kanıtları oturumsuz 2026-09-19 doğrulandı; platform freemium. Kaynak/kanal teknik kontrolü 2026-09-19. Semrush API kotası: mevcut backlink, domain/sayfa otoritesi ve trafik doğrulanamadı. Engel: Native dialog animasyonu ile custom React portal arızası farklı uygulamalar; ilişki dikkatli kurulmalı. Editoryal kabul ve gelecekteki rel belirsiz. Gönderim yok. Canonical matiadev/joy-of-code deposunda marka ve MuslumYilmaz issue/PR geçmişi boş; eski mattcroat aynı yayıncı. Execution 2026-09-19: Canonical matiadev/joy-of-code deposuna PR #196 açıldı; MuslumYilmaz yazarı, open/draft=false durumu, tek dosyada tek paragraf ve doğru hedef bağlantı bağımsız GitHub okumasıyla doğrulandı. Vercel preview ekip yetkilendirmesi bekliyor; merge, canlı bağlantı veya test başarısı iddia edilmedi.	https://github.com/matiadev/joy-of-code/pull/196
access42.net	access42.net	Access42 Scop	editorial	https://access42.net/organiser-revisions-examen-certification/	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-19	2026-09-19		Round4 sıra 4; puan 81/100 (30+24+14+7+6). kontrol edilen kayıtlarda önceki iletişim bulunmadı; bağlı Gmail tarih sınırsız gerçek taraf/kimlik/kaynak/hedef ve taslak/zamanlanmış kontrolü 2026-09-19; repo ve uygulanabilir kamu başvuruları incelendi. Hedef kamu özeti/kanıtları oturumsuz 2026-09-19 doğrulandı; platform freemium. Kaynak/kanal teknik kontrolü 2026-09-19. Semrush API kotası: mevcut backlink, domain/sayfa otoritesi ve trafik doğrulanamadı. Engel: FA tam ücretsiz audit sandbox olarak doğrulanmadı; kamu özeti/kanıtı yalnız tamamlayıcı analiz materyalidir. Eğitim sağlayıcısı freemium rakip kaynak için takdir kullanır. Editoryal kabul ve gelecekteki rel belirsiz. Gönderim yok. Execution 2026-09-19: Fransızca kişiselleştirilmiş öneri genel resmî e-posta kanalına gönderildi. Gmail SENT etiketi, gerçek alıcı, bağlı hesap göndereni, konu ve hedef URL gönderim sonrası tam mesajdan doğrulandı. Teslim, insan yanıtı ve bağlantı eklenmesi henüz doğrulanmadı. Historical duplicate-contact search identifiers: a42.fr. Check these identities before further outreach; this does not record separate sends to them.	https://access42.net/contact/
marcysutton.com	marcysutton.com	Marcy Sutton	editorial	https://marcysutton.com/how-i-audit-a-website-for-accessibility/	https://frontendatlas.com/incidents/modal-screen-reader-failure	form	submitted		2026-09-19		Round4 sıra 5; puan 81/100 (29+23+14+7+8). kontrol edilen kayıtlarda önceki iletişim bulunmadı; bağlı Gmail tarih sınırsız gerçek taraf/kimlik/kaynak/hedef ve taslak/zamanlanmış kontrolü 2026-09-19; repo ve uygulanabilir kamu başvuruları incelendi. Hedef kamu özeti/kanıtları oturumsuz 2026-09-19 doğrulandı; platform freemium. Kaynak/kanal teknik kontrolü 2026-09-19. Semrush API kotası: mevcut backlink, domain/sayfa otoritesi ve trafik doğrulanamadı. Engel: Eski makaleyi tekrar düzenleme isteği ve dış eğitim kaynağına editoryal ilgi belirsiz. Editoryal kabul ve gelecekteki rel belirsiz. Gönderim yok. Execution 2026-09-19: Kullanıcının işlem özelindeki açık onayı alındı ve form dolduruldu. E-posta alanı ekran görüntüsünde dolu, mesaj DOM'da birebir doğrulandı; otomatik onay denetimi metin çıktısında e-posta boş görünmesini gerekçe göstererek iki Send işlemini gerçekleşmeden reddetti. Gönderim yok; contacted tarihi boş. Dolu resmî form kullanıcıya bırakıldı; alternatif kanalla tekrar denenmedi. User report 2026-09-19: Kullanıcı Marcy formunu kendisinin gönderdiğini bildirdi. Güncel durum submitted; bağımsız araçla gönderim veya teslim doğrulanmış sayılmadı. Gerçek gönderim tarihi bildirilmediğinden contacted_on boş. Önceki otomatik denetim engeli tarihsel olarak korunur; yeniden gönderme. Historical duplicate-contact search identifiers: testingaccessibility.com, marcysutton.github.io. Check these identities before further outreach; this does not record separate sends to them.	https://marcysutton.com/contact/
nolanlawson.com	nolanlawson.com	Nolan Lawson / Read the Tea Leaves	editorial	https://nolanlawson.com/2022/06/14/dialogs-and-shadow-dom-can-we-make-it-accessible/	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-19	2026-09-19		Round4 sıra 6; puan 80/100 (28+23+14+8+7). kontrol edilen kayıtlarda önceki iletişim bulunmadı; bağlı Gmail tarih sınırsız gerçek taraf/kimlik/kaynak/hedef ve taslak/zamanlanmış kontrolü 2026-09-19; repo ve uygulanabilir kamu başvuruları incelendi. Hedef kamu özeti/kanıtları oturumsuz 2026-09-19 doğrulandı; platform freemium. Kaynak/kanal teknik kontrolü 2026-09-19. Semrush API kotası: mevcut backlink, domain/sayfa otoritesi ve trafik doğrulanamadı. Engel: Sayfa 2022 ve Shadow DOM'a odaklı; FA case bu konuya özel kompatibilite testi değildir. Genel eğitim örneği olarak dar konumlandırılmalı. Editoryal kabul ve gelecekteki rel belirsiz. Gönderim yok. Execution 2026-09-19: AI yardımı açıklaması korunarak genel resmî e-posta kanalına gönderildi. Gönderim sonrası SENT etiketi, gerçek alıcı, bağlı gönderen, konu, içerik ve hedef doğrulandı; teslim/yanıt/canlı bağlantı henüz doğrulanmadı. Historical duplicate-contact search identifiers: pocketjavascript.com, pinafore.social. Check these identities before further outreach; this does not record separate sends to them.	https://nolanlawson.com/about/
abilitynet.org.uk	abilitynet.org.uk	AbilityNet	editorial	https://abilitynet.org.uk/news-blogs/three-stories-about-ai-and-accessibility-every-cto-will-recognise	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-19	2026-09-19		Round4 sıra 7; puan 80/100 (28+22+14+8+8). kontrol edilen kayıtlarda önceki iletişim bulunmadı; bağlı Gmail tarih sınırsız gerçek taraf/kimlik/kaynak/hedef ve taslak/zamanlanmış kontrolü 2026-09-19; repo ve uygulanabilir kamu başvuruları incelendi. Hedef kamu özeti/kanıtları oturumsuz 2026-09-19 doğrulandı; platform freemium. Kaynak/kanal teknik kontrolü 2026-09-19. Semrush API kotası: mevcut backlink, domain/sayfa otoritesi ve trafik doğrulanamadı. Engel: FA örneği AbilityNet'in gerçek müşteri hikâyelerinden biri gibi veya AI sebebiyle oluşmuş olay gibi sunulamaz; platformun freemium kapsamı açıkça söylenmeli. Editoryal kabul ve gelecekteki rel belirsiz. Gönderim yok. Execution 2026-09-19: Güncel resmî medya iletişimine kişiselleştirilmiş öneri gönderildi. Gönderim sonrası SENT etiketi, gerçek alıcı, bağlı gönderen, konu, içerik ve hedef doğrulandı; teslim/yanıt/canlı bağlantı henüz doğrulanmadı. Historical duplicate-contact search identifiers: citizensonline.org.uk. Check these identities before further outreach; this does not record separate sends to them.	https://abilitynet.org.uk/how-to-contact-us
brucelawson.co.uk	brucelawson.co.uk	Bruce Lawson	newsletter	https://brucelawson.co.uk/2026/reading-list-361/	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-19	2026-09-19		Round4 sıra 8; puan 78/100 (27+22+14+7+8). kontrol edilen kayıtlarda önceki iletişim bulunmadı; bağlı Gmail tarih sınırsız gerçek taraf/kimlik/kaynak/hedef ve taslak/zamanlanmış kontrolü 2026-09-19; repo ve uygulanabilir kamu başvuruları incelendi. Hedef kamu özeti/kanıtları oturumsuz 2026-09-19 doğrulandı; platform freemium. Kaynak/kanal teknik kontrolü 2026-09-06. Semrush API kotası: mevcut backlink, domain/sayfa otoritesi ve trafik doğrulanamadı. Engel: Gelecek sayının yayını/URL'si/yerleşimi bilinmiyor; editoryal seçim ve freemium kaynak yaklaşımı takdire bağlı. Editoryal kabul ve gelecekteki rel belirsiz. Gönderim yok. Kaynak mevcut arşiv örneğidir; gelecek sayının URLsi bilinmiyor. robots kısıtı öğrenildikten sonra yeniden taranmadı; 19 Eylül teknik erişim iddiası yok. Execution 2026-09-19: Gönderim öncesi19Eylül kaynak ve resmî Contact sayfası Chrome'da yeniden açıldı; görünür resmî iletişim doğrulandı. İlgisiz eski bülten eşleşmesi temas sayılmadı. Gmail SENT, gerçek alıcı/gönderen, konu, içerik ve hedef doğrulandı. Gelecek Reading List önerisidir; yayın/teslim/yanıt henüz doğrulanmadı. Historical duplicate-contact search identifiers: cruellestmonths.com, f-word.dev, whats-bruce-wearing-today.tumblr.com, travelling-bruce.tumblr.com. Check these identities before further outreach; this does not record separate sends to them.	https://brucelawson.co.uk/contact/
yatil.net	yatil.net	Eric Eggert	editorial	https://yatil.net/blog/focusable-ui-elements	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-19	2026-09-19		Round4 sıra 9; puan 76/100 (26+22+13+7+8). kontrol edilen kayıtlarda önceki iletişim bulunmadı; bağlı Gmail tarih sınırsız gerçek taraf/kimlik/kaynak/hedef ve taslak/zamanlanmış kontrolü 2026-09-19; repo ve uygulanabilir kamu başvuruları incelendi. Hedef kamu özeti/kanıtları oturumsuz 2026-09-19 doğrulandı; platform freemium. Kaynak/kanal teknik kontrolü 2026-09-19. Semrush API kotası: mevcut backlink, domain/sayfa otoritesi ve trafik doğrulanamadı. Engel: Makale doğrudan modal rehberi değil. Ayrıca Axess Lab daha önce ele alınmış yayıncı; kişi teması geçmişte gerçekleşmişse yeni kişisel domain bahanesiyle yeniden ulaşılmamalı. Editoryal kabul ve gelecekteki rel belirsiz. Gönderim yok. Execution 2026-09-19: Kişi ve outline alias geçmişi kontrol edilerek resmî genel e-posta kanalına gönderildi. SENT etiketi, gerçek alıcı/gönderen, konu, içerik ve hedef gönderim sonrası doğrulandı. Axess Lab kaydı ayrı korundu; teslim/yanıt/canlı bağlantı henüz doğrulanmadı. Historical duplicate-contact search identifiers: outline.rocks, yatil.social. Check these identities before further outreach; this does not record separate sends to them.	https://yatil.net/about
gerireid.com	gerireid.com	Geri Reid Ltd	editorial	https://gerireid.com/blog/can-ai-write-accessibility-specs/	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-19	2026-09-19		Round4 sıra 10; puan 74/100 (25+21+14+7+7). kontrol edilen kayıtlarda önceki iletişim bulunmadı; bağlı Gmail tarih sınırsız gerçek taraf/kimlik/kaynak/hedef ve taslak/zamanlanmış kontrolü 2026-09-19; repo ve uygulanabilir kamu başvuruları incelendi. Hedef kamu özeti/kanıtları oturumsuz 2026-09-19 doğrulandı; platform freemium. Kaynak/kanal teknik kontrolü 2026-09-19. Semrush API kotası: mevcut backlink, domain/sayfa otoritesi ve trafik doğrulanamadı. Engel: FA arızasının AI kaynaklı olduğu iddia edilmemeli; bağlantı insan kontrolünü somutlaştırmalı. Tamamen ücretsiz platform veya tam simülatör erişimi iddiası yapılmaz. Editoryal kabul ve gelecekteki rel belirsiz. Gönderim yok. Execution 2026-09-19: Resmî genel iletişim kanalına kişiselleştirilmiş öneri gönderildi. Gönderim sonrası SENT etiketi, gerçek alıcı/gönderen, konu, içerik ve hedef doğrulandı; teslim/yanıt/canlı bağlantı henüz doğrulanmadı.	https://gerireid.com/
harvard.edu	careerservices.fas.harvard.edu	Harvard Mignone Center for Career Success historical outreach	university_career	https://careerservices.fas.harvard.edu/resources/technical-interviews/	https://frontendatlas.com/coding	email	contacted	2026-03-15	2026-09-19		University-only review 2026-09-19: prior real SENT verified in full Gmail message and thread; actual Harvard institutional recipient and exact FA target confirmed. Email names Technical Interviews but does not contain the historical source URL; source_url is the currently verified matching official page, not a proven historical URL. Suppress all Harvard departments/channels; no new message sent.	https://careerservices.fas.harvard.edu/resources/technical-interviews/
uagc.edu	www.uagc.edu	University of Arizona Global Campus historical Career Services outreach	university_career	https://www.uagc.edu/	https://frontendatlas.com/tools/cv	email	contacted	2026-08-15	2026-09-19		University-only review 2026-09-19: prior real SENT and separate automated acknowledgement verified; actual institutional recipient and exact FA target confirmed. Historical source named Resume, CV, and Cover Letter Help; exact historical URL unknown, so source_url is institutional root only. University of Arizona acquired UAGC in2023; suppress both uagc.edu and arizona.edu as related institutional ownership. No new message sent.	https://news.arizona.edu/news/uarizona-completes-acquisition-uagc
wfu.edu	accessibility.wfu.edu	Wake Forest University	academic	https://accessibility.wfu.edu/accessibility-guide/	https://frontendatlas.com/incidents/modal-screen-reader-failure	email	contacted	2026-09-19	2026-09-20		University-only round 2026-09-19: rank 1, score 86/100. Kontrol edilen kayıtlarda önceki iletişim bulunmadı. Gmail SENT label, actual official recipient, date and exact message body verified after one send. Central university service/resource owner; not a faculty/course-owner contact. SENT/submission is not delivery or editorial acceptance; no live backlink verified.	https://accessibility.wfu.edu/contact/
